Student Name,Gender,Attendance,Feedback,Study Hours,Data Science Marks
Student1889,F,97,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. ;",8,45
Student1890,M,93,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. :,10,50
Student1891,F,91,The Data Science lab sessions provide valuable hands-on experience.?,12,64
Student1892,M,89,The Data Science lab sessions provide valuable hands-on experience.;,3,12
Student1893,M,89,I appreciate the guest lectures by industry professionals in the Data Science course.:,7,32
Student1894,M,82,"Too much theory,",4,18
Student1895,F,86,The Data Science assignments are challenging but rewarding.;,11,54
Student1896,M,95,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,4,25
Student1897,M,82,Interesting topics?,7,38
Student1898,M,86,The Data Science lab sessions provide valuable hands-on experience.?,11,60
Student1899,M,88,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,15,74
Student1900,M,89,"Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further,",13,60
Student1901,M,84,I would like more resources for self-study in Data Science.!,7,38
Student1902,F,73,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. !",12,56
Student1903,F,87,Enjoyed the lectures;,11,53
Student1904,F,80,Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further;,1,9
Student1905,F,78,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,15,75
Student1906,F,85,"I am enjoying learning about Data Science and its applications.,",11,58
Student1907,M,93,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.!",1,1
Student1908,F,72,I wish there were more interactive sessions in the Data Science course.?,6,33
Student1909,M,96,Enjoyed the lectures:,2,13
Student1910,F,87,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. ?",3,10
Student1911,M,86,I appreciate the guest lectures by industry professionals in the Data Science course.!,2,15
Student1912,F,79,I appreciate the guest lectures by industry professionals in the Data Science course.!,2,10
Student1913,M,94,The instructor explanations in Data Science lectures are clear and easy to understand.;,8,40
Student1914,M,74,"The Data Science assignments are challenging but rewarding.,",8,43
Student1915,F,93,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. :",13,65
Student1916,F,98,Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.:,6,26
Student1917,M,84,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. ?",3,17
Student1918,F,89,"Great course!,",5,20
Student1919,F,87,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,14,69
Student1920,M,74,I am enjoying learning about Data Science and its applications.!,7,39
Student1921,M,93,Great course!!,5,22
Student1922,M,84,The Data Science course content is comprehensive and well-structured.:,7,40
Student1923,F,75,The Data Science lab sessions provide valuable hands-on experience.;,10,50
Student1924,M,77,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,7,34
Student1925,M,96,I am enjoying learning about Data Science and its applications.:,4,24
Student1926,F,72,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. :",10,48
Student1927,M,74,"Enjoyed the lectures,",14,67
Student1928,M,87,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. :",14,65
